0, 0, 0
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
416361670, 3575023392, 8861
0, 0, 0
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
0, 0, 0
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
416362860, 3575023029, 9611
